 itemid |                                              label                                              
 225105 | Unable to assess habits
 225106 | ETOH
 225108 | Tobacco use
 225110 | Recreational drug use
 225112 | Unable to assess pain
 225113 | Currently experiencing pain
 225117 | Unable to assess nutrition / education
 225118 | Difficulty swallowing
 225120 | Appetite
 225122 | Special diet
 225124 | Unintentional weight loss >10 lbs.
 225126 | Dialysis patient
 225129 | Unable to assess teaching / learning needs
 225131 | Teaching directed toward
 225133 | Discharge needs
 225135 | Consults
 225137 | Patient valuables
 225142 | Money given to hospital cashier
 225175 | See chart for initial patient assessment
 225176 | Range of Motion Status
 225180 | PT Splint Status #1
 225182 | PT Splint Status #2
 225183 | Current Goal
 225184 | Eye Care
 225185 | Skin Care
 225187 | Back Care
 225188 | Cough/Deep Breath
 225189 | Incentive Spirometry
 225190 | Pin Care
 225191 | Ostomy Care
 225192 | Collar Care
 225194 | PT Splint Status #3
 225206 | Multi Lumen Zero/Calibrate
 225209 | Cash amount
 225210 | Arterial Line Zero/Calibrate
 225217 | Trauma Line Site Appear
 225225 | CCO PAC Site Appear
 225227 | CCO PAC Waveform Appear
 225228 | CCO PAC Zero/Calibrate
 225230 | 20 Gauge Reason Discontinued
 225231 | 20 Gauge Site Appear
 225233 | 18 Gauge Reason Discontinued
 225234 | 18 Gauge Site Appear
 225236 | 16 Gauge Reason Discontinued
 225237 | 16 Gauge Site Appear
 225239 | 14 Gauge Reason Discontinued
 225240 | 14 Gauge Site Appear
 225280 | Called Out
 225309 | ART BP Systolic
 225310 | ART BP Diastolic
 225312 | ART BP mean
 225313 | Bed Bath
 225323 | Dialysis Catheter Site Appear
 225331 | Tunneled (Hickman) Site Appear
 225339 | IABP Site Appear
 225341 | IABP Art. Waveform Appear
 225342 | IABP Zero/Calibrate
 225347 | Midline Site Appear
 225355 | PA Catheter Site Appear
 225357 | PA Catheter Waveform Appear
 225358 | PA Catheter Zero/Calibrate
 225371 | Pheresis Catheter Site Appear
 225379 | Indwelling Port (PortaCath) Site Appear
 225387 | Presep Catheter Site Appear
 225388 | Presep Catheter Waveform Appear
 225389 | Presep Catheter Zero/Calibrate
 225395 | Triple Introducer Site Appear
 225397 | Triple Introducer Waveform Appear
 225398 | Triple Introducer Zero/Calibrate
 225410 | Acute rehab
 225411 | Patient on vent
 225413 | Skilled nursing facility
 225415 | Home with services
 225416 | Long term care custodial non-Medicare certified
 225417 | Assisted living
 225418 | VA hospital
 225419 | Hospice inpatient
 225420 | Hospice home
 225421 | DME
 225422 | Transportation
 225423 | Free care pharmacy 
 225424 | Patient/family/team understand & agree with plan
 225612 | Alkaline Phosphate
 225624 | BUN
 225625 | Calcium non-ionized
 225628 | CK-MB fraction (%)
 225634 | CK (CPK)
 225636 | D-Dimer
 225637 | Differential-Atyps
 225638 | Differential-Bands
 225639 | Differential-Basos
 225640 | Differential-Eos
 225641 | Differential-Lymphs
 225642 | Differential-Monos
 225643 | Differential-Neuts
 225651 | Direct Bilirubin
 225664 | Glucose finger stick
 225667 | Ionized Calcium
 225668 | Lactic Acid
 225671 | LDL calculated
 225672 | Lipase
 225674 | Mixed Venous O2% Sat
 225677 | Phosphorous
 225684 | Serum Osmolality
 225690 | Total Bilirubin
 225692 | Total Granulocyte Count (TGC)
 225693 | Triglyceride
 225695 | Uric Acid
 225698 | TCO2 (calc) Arterial
 225722 | Arterial Line Tip Cultured
 225723 | CCO PAC Line Tip Cultured
 225724 | Cordis/Introducer Line Tip Cultured
 225725 | Dialysis Catheter Tip Cultured
 225726 | Tunneled (Hickman) Line Tip Cultured
 225728 | Midline Tip Cultured
 225729 | Multi Lumen Line Tip Cultured
 225730 | PA Catheter Line Tip Cultured
 225731 | Pheresis Catheter Line Tip Cultured
 225732 | PICC Line Tip Cultured
 225734 | Presep Catheter Line Tip Cultured
 225735 | Trauma Line Tip Cultured
 225736 | Triple Introducer Line Tip Cultured
 225737 | Arterial Line Discontinued
 225738 | CCO PAC Discontinued
 225739 | Cordis/Introducer Discontinued
 225740 | Dialysis Catheter Discontinued
 225741 | Tunneled (Hickman) Line Discontinued
 225742 | IABP Line Discontinued
 225743 | Midline Discontinued
 225744 | Multi Lumen Line Discontinued
 225745 | PA Catheter Discontinued
 225747 | PICC Line Discontinued
 225748 | Indwelling Port (PortaCath) Discontinued
 225749 | Presep Catheter Discontinued
 225750 | Trauma Line Discontinued
 225751 | Triple Introducer Discontinued
 225759 | RIC Reason Discontinued
 225760 | RIC Site Appear
 225764 | Sheath Line Discontinued
 225767 | Sheath Site Appear
 225768 | Sheath Line Tip Cultured
 225770 | Sheath Waveform Appear
 225771 | Sheath Zero/Calibrate
 225772 | Sheath Size
 225806 | Volume In (PD)
 225807 | Volume Out (PD)
 225810 | Dwell Time (Peritoneal Dialysis)
 225811 | CV - past medical history
 225813 | Baseline pain level
 225949 | NIV Mask
 225951 | Peritoneal Dialysis Fluid Appearance
 225952 | Medication Added #1 (Peritoneal Dialysis)
 225953 | Solution (Peritoneal Dialysis)
 225954 | Dialysis Access Type
 225956 | Reason for CRRT Filter Change
 225958 | Heparin Concentration (units/mL)
 225959 | Medication Added Amount  #1 (Peritoneal Dialysis)
 225961 | Medication Added Units #1 (Peritoneal Dialysis)
 225963 | Peritoneal Dialysis Catheter Type
 225965 | Peritoneal Dialysis Catheter Status
 225976 | Replacement Fluid
 225977 | Dialysate Fluid
 225978 | Slope
 225979 | IABP Size
 225980 | IABP Volume
 225981 | IABP Alarms Activated
 225982 | IABP Balloon Waveform
 225984 | IABP Trigger
 225985 | IABP Helium Tubing
 225986 | IABP Arterial Waveform Source
 225987 | IABP Power Source
 225988 | IABP Position on leg
 225989 | Pericardial Drain Aspiration
 225990 | Pericardial Drain Flush
 226062 | Venous CO2 Pressure
 226063 | Venous O2 Pressure
 226092 | Orthostatic BPd lying
 226094 | Orthostatic BPd sitting
 226096 | Orthostatic BPd standing
 226104 | Level of Consciousness
 226105 | Behavior
 226107 | Arterial Line placed in outside facility
 226108 | CCO PAC placed in outside facility
 226109 | Cordis/Introducer placed in outside facility
 226110 | IABP placed in outside facility
 226112 | Midline placed in outside facility
 226113 | Multi Lumen placed in outside facility
 226114 | PA Catheter placed in outside facility
 226115 | PICC Line placed in outside facility
 226116 | Presep Catheter placed in outside facility
 226117 | Sheath placed in outside facility
 226118 | Dialysis Catheter placed in outside facility
 226119 | Trauma Line placed in outside facility
 226120 | Triple Introducer placed in outside facility
 226121 | Tunneled (Hickman) placed in outside facility
 226122 | Pheresis Catheter placed in outside facility
 226125 | ICP Line Discontinued
 226129 | ICP Line placed in outside facility
 226130 | ICP Line Site Appear
 226131 | ICP Line Tip Cultured
 226133 | ICP Line Waveform Appear
 226134 | ICP Line Zero/Calibrate
 226135 | 14 Gauge placed in outside facility
 226136 | 16 Gauge placed in outside facility
 226137 | 18 Gauge placed in outside facility
 226138 | 20 Gauge placed in outside facility
 226139 | 22 Gauge placed in outside facility
 226140 | RIC placed in outside facility
 226144 | Case Management discharge plan
 226152 | Required documentation
 226168 | Oral Care
 226169 | Subglottal Suctioning
 226170 | Head of Bead Measurement
 226179 | No wallet / money
 226180 | Sexuality / reproductive problems
 226183 | Estimated Energy Needs/Kg
 226184 | Estimated Protein Needs/Kg
 226185 | ICU Consent Signed
 226228 | Gender
 226253 | SpO2 Desat Limit
 226329 | Blood Temperature CCO (C)
 226381 | Marital Status
 226457 | Ultrafiltrate Output
 226473 | Blood Transfusion Consent
 226479 | Ectopy Type 2
 226480 | Ectopy Frequency 2
 226499 | Hemodialysis Output
 226504 | Phenytoin (Free)
 226512 | Admission Weight (Kg)
 226531 | Admission Weight (lbs.)
 226534 | Sodium (whole blood)
 226536 | Chloride (whole blood)
 226537 | Glucose (whole blood)
 226540 | Hematocrit (whole blood - calc)
 226543 | Religion
 226544 | Language
 226545 | Race
 226586 | Stool Estimate
 226707 | Height
 226713 | Incontinent (estimate)
 226730 | Height (cm)
 226732 | O2 Delivery Device(s)
 226737 | AaDO2ApacheIIValue
 226738 | AgeApacheIIScore
 226739 | AgeApacheIIValue
 226740 | APACHE II Diagnosistic weight factors - Medical
 226742 | APACHE II Diagnosistic weight factors - Surgical
 226743 | APACHE II
 226744 | APACHE II PDR - Adjusted
 226745 | APACHE II Predecited Death Rate
 226746 | ApacheII chronic health
 226747 | APACHEII-Chronic health points
 226748 | APACHEII-Renal failure
 226749 | ChpApacheIIScore
 226750 | Chronic Dilaysis
 226751 | CreatinineApacheIIScore
 226752 | CreatinineApacheIIValue
 226753 | DswfApacheScore
 226754 | FiO2ApacheIIValue
 226755 | GcsApacheIIScore
 226756 | GCSEyeApacheIIValue
 226757 | GCSMotorApacheIIValue
 226758 | GCSVerbalApacheIIValue
 226759 | HCO3ApacheIIValue
 226760 | HCO3Score
 226761 | HematocritApacheIIScore
 226762 | HematocritApacheIIValue
 226763 | HrApacheIIScore
 226764 | HrApacheIIValue
 226765 | MapApacheIIScore
 226766 | MapApacheIIValue
 226767 | OxygenApacheIIScore
 226768 | PhApacheIIScore
 226769 | PHApacheIIValue
 226771 | PotassiumApacheIIScore
 226772 | PotassiumApacheIIValue
 226773 | RrApacheIIScore
 226774 | RRApacheIIValue
 226775 | SodiumApacheIIScore
 226776 | SodiumApacheIIValue
 226777 | TempApacheIIScore
 226778 | TempApacheIIValue
 226779 | WbcApacheIIScore
 226780 | WBCApacheIIValue
 226814 | Known difficult intubation
 226815 | Airway problems
 226846 | Feeding Weight
 226871 | Expiratory Ratio
 226873 | Inspiratory Ratio
 226889 | Legal Guardian
 226892 | Re-admit < 48 hours
 226979 | Admission location
 226980 | AgeScore_ApacheIV
 226981 | Albumin_ApacheIV
 226982 | AlbuminScore_ApacheIV
 226984 | Apache IV Age
 226985 | APACHE IV diagnosis choice 1
 226986 | APACHE IV diagnosis choice 2
 226987 | APACHE IV diagnosis
 226990 | Apache IV PaFiRatio
 226991 | APACHEIII
 226993 | ApacheIV_LOS
 226994 | ApacheIV_Mortality prediction
 226995 | ApacheIV_Natural antilog
 226996 | APS
 226997 | ARF
 226998 | Bilirubin_ApacheIV
 226999 | BiliScore_ApacheIV
 227000 | BUN_ApacheIV
 227001 | BunScore_ApacheIV
 227002 | CABG Patient
 227003 | Chronic health on admission
 227004 | ChronicScore_ApacheIV
 227005 | Creatinine_ApacheIV
 227006 | CreatScore_ApacheIV
 227007 | Diabetes
 227008 | Ejection Fraction
 227010 | FiO2_ApacheIV
 227013 | GcsScore_ApacheIV
 227015 | Glucose_ApacheIV
 227016 | GlucoseScore_ApacheIV
 227017 | Hematocrit_ApacheIV
 227018 | HR_ApacheIV
 227019 | HrScore_ApacheIV
 227020 | HtScore_ApacheIV
 227021 | Intubated_ApacheIV
 227022 | LOS pre-ICU admission
 227023 | MAP_ApacheIV
 227024 | MapScore_ApacheIV
 227035 | OxygenScore_ApacheIV
 227036 | PCO2_ApacheIV
 227037 | PH_ApacheIV
 227038 | PHPaCO2Score_ApacheIV
 227039 | PO2_ApacheIV
 227050 | RR_ApacheIV
 227051 | RRScore_ApacheIV
 227052 | Sodium_ApacheIV
 227053 | SodiumScore_ApacheIV
 227054 | TemperatureF_ApacheIV
 227055 | TempScore_ApacheIV
 227056 | Thrombolytic therapy
 227057 | Type of admission
 227059 | UrineScore_ApacheIV
 227060 | Use A-aDO2
 227061 | Ventilated at any time during ICU Day 1
 227062 | WBC_ApacheIV
 227063 | WBCScore_ApacheIV
 227066 | Cerebral Perfusion Pressure
 227073 | Anion gap
 227088 | Admit from
 227089 | Discharge to
 227111 | PCA  dose units
 227113 | PCA 1 hour limit units
 227115 | PCA bolus units
 227117 | PCA total dose units
 227119 | Epidural Location
 227120 | Motor Deficit
 227121 | Pupil Response Right
 227124 | Dialysis Catheter Type
 227125 | Indwelling (PortaCath) Port Type
 227127 | Indwelling (PortaCath) Port #1
 227128 | Indwelling (PortaCath) Port #2
 227129 | Pheresis Catheter Type
 227130 | Trach Care
 227131 | Cont. Neb Med Dose
 227133 | Small Volume Neb Drug #2
 227134 | ATC Tube #
 227187 | Pinsp (Draeger only)
 227239 | ABP Alarm Source
 227240 | NBP Alarm Source
 227241 | PAP Alarm Source
 227242 | Manual Blood Pressure Diastolic Right
 227243 | Manual Blood Pressure Systolic Right
 227287 | O2 Flow (additional cannula)
 227288 | Pupil Response Left
 227290 | CRRT mode
 227292 | Arterial Line Dressing Occlusive
 227293 | Multi Lumen Dressing Occlusive
 227341 | History of falling (within 3 mnths)
 227342 | Secondary diagnosis
 227343 | Ambulatory aid
 227344 | IV/Saline lock
 227345 | Gait/Transferring
 227346 | Mental status
 227348 | Low risk (25-50) interventions
 227349 | High risk (>51) interventions
 227350 | Cordis/Introducer Dressing Occlusive
 227351 | PA Catheter Dressing Occlusive
 227352 | CCO PAC Dressing Occlusive
 227353 | Trauma Line Dressing Occlusive
 227354 | Triple Introducer Dressing Occlusive
 227355 | IABP Dressing Occlusive
 227356 | Sheath Line Dressing Occlusive
 227357 | Dialysis Catheter Dressing Occlusive
 227358 | PICC Line Dressing Occlusive
 227359 | Tunneled (Hickman) Dressing Occlusive
 227360 | Indwelling Port (PortaCath) Dressing Occlusive
 227362 | Pheresis Catheter Dressing Occlusive
 227363 | ICP Line Dressing Occlusive
 227364 | RIC Dressing Occlusive
 227365 | 14 Gauge Dressing Occlusive
 227366 | 16 Gauge Dressing Occlusive
 227367 | 18 Gauge Dressing Occlusive
 227368 | 20 Gauge Dressing Occlusive
 227369 | 22 Gauge Dressing Occlusive
 227375 | Daily Wake Up
 227378 | Patient Location
 227418 | Midline Dressing Occlusive
 227419 | Presep Catheter Dressing Occlusive
 227428 | SOFA Score
 227429 | Troponin-T
 227439 | Ndwelling Port (PortaCath) placed in outside facility
 227440 | Digoxin
 227441 | LDL measured
 227442 | Potassium (serum)
 227443 | HCO3 (serum)
 227444 | C Reactive Protein (CRP)
 227445 | CK-MB
 227446 | Brain Natiuretic Peptide (BNP)
 227447 | Gentamicin (Random)
 227448 | Gentamicin (Peak)
 227449 | Gentamicin (Trough)
 227450 | Tobramycin (Peak)
 227451 | Tobramycin (Random)
 227452 | Tobramycin (Trough)
 227453 | Vancomycin (Peak)
 227454 | Vancomycin (Random)
 227455 | Vancomycin (Trough)
 227456 | Albumin
 227457 | Platelet Count
 227460 | Phenobarbital
 227461 | Phenytoin (Dilantin)
 227462 | FK506
 227463 | Cortisol
 227464 | Potassium (whole blood)
 227465 | Prothrombin time
 227466 | PTT
 227467 | INR
 227468 | Fibrinogen
 227469 | Thrombin
 227470 | Sed Rate
 227471 | Specific Gravity (urine)
 227472 | Incision Site #1
 227473 | Incision Site #2
 227474 | Incision Site #3
 227475 | Incision Site #4
 227476 | Incision Site #5
 227477 | Incision Site #6
 227487 | GU Irrigant Type
 227516 | PO2 (Mixed Venous)
 227517 | Humidification
 227519 | Urine output_ApacheIV
 227537 | ART Blood Pressure Alarm - High
 227538 | ART Blood Pressure Alarm - Low
 227539 | ART Blood Pressure Alarm Source
 227543 | CO (Arterial)
 227546 | SVV (Arterial)
 227547 | SV (Arterial)
 227549 | ScvO2 (Presep)
 227565 | Ventilator Tank #1
 227566 | Ventilator Tank #2
 227567 | Airway Location
 227568 | Airway Size (mm)
 227570 | Small Volume Neb Drug/Dose #1
 227577 | BiPap Mode
 227578 | BiPap Mask
 227579 | BiPap EPAP
 227580 | BiPap IPAP
 227581 | BiPap bpm (S/T -Back up)
 227582 | BiPap O2 Flow
 227583 | Autoset/CPAP
 227585 | GI Guaiac
 227586 | GI pH
 227588 | GI #1 Tube Place Method
 227589 | GI #2 Tube Place Method
 227590 | GI #3 Tube Place Method
 227591 | Neuro Drain Landmark
 227594 | Impaired Skin Cleanse #9
 227595 | Impaired Skin Cleanse #10
 227596 | Impaired Skin Depth #9
 227598 | Impaired Skin Drainage #9
 227599 | Impaired Skin Drainage #10
 227600 | Impaired Skin Drainage Amount #9
 227601 | Impaired Skin Drainage Amount #10
 227602 | Impaired Skin Length #9
 227603 | Impaired Skin Length #10
 227604 | Impaired Skin Odor #9
 227605 | Impaired Skin Odor #10
 227606 | Impaired Skin Site #9
 227607 | Impaired Skin Site #10
 227608 | Impaired Skin Treatment #9
 227609 | Impaired Skin Treatment #10
 227612 | Impaired Skin Type #9
 227613 | Impaired Skin Type #10
 227614 | Impaired Skin Width #9
 227615 | Impaired Skin Width #10
 227616 | Impaired Skin Wound Base #9
 227617 | Impaired Skin Wound Base #10
 227618 | Pressure Ulcer Stage #9
 227619 | Pressure Ulcer Stage #10
 227620 | Surrounding Tissue #9
 227621 | Surrounding Tissue #10
 227622 | Tunneling Present #9
 227623 | Tunneling Present #10
 227624 | Undermining Present #9
 227625 | Undermining Present #10
 227626 | Seizure Pads
 227627 | Arctic Sun/Alsius Set Temp
 227628 | Arctic Sun Water Temp
 227629 | Shivering
 227630 | Arctic Sun Temp #1 Location
 227631 | Arctic Sun Temp #2 Location
 227632 | Arctic Sun/Alsius Temp #1 C
 227634 | Arctic Sun/Alsius Temp #2 C
 227636 | Knee Location - CPM
 227638 | Medication Added #2 (Peritoneal Dialysis)
 227640 | Medication Added Units #2 (Peritoneal Dialysis)
 227642 | Breast Feeding
 227647 | Clot Size (cm)
 227648 | Clots
 227649 | Fundus Character
 227650 | Fundus Location (Breadth)
 227651 | Lochia Character
 227652 | Lochia Estimate
 227653 | Pad Change/Hour
 227662 | Patient/Family Informed_V2
 227663 | Immobilizer
 227664 | Immobilizer Device
 227665 | Immobilizer Evaluated
 227666 | Immobilizer Location
 227667 | Reason for Immobilizer
 227668 | Side Rails_V2
 227669 | Side Rails (Restraint)
 227670 | Violent Restraints
 227671 | Non-Violent Restraints
 227672 | Violent Restraints Ordered
 227673 | Non-Violent Restraints Ordered
 227674 | Face to Face Eval (Non-Violent)
 227675 | Face to Face Eval (Violent)
 227676 | Reason for Restraints (Non-Violent)
 227677 | Reason for Restraint/Seclusion (Violent)
 227678 | Restraint Device (Non-Violent)
 227679 | Restraint Device (Violent)
 227680 | Restraint Location_V2
 227681 | Less Restrictive Measures_V1
 227682 | Restraints Evaluated_V2
 227683 | Restraint/Seclusion Observer Sheet
 227684 | Safety Measures
 227686 | Central Venous O2% Sat
 227687 | Tobacco Use History
 227688 | Smoking Cessation Info Offered through BIDMC Inpatient Guide
 227700 | Safety Measures
 227716 | Cerebral Perfusion Pressure Alarm - High
 227717 | Cerebral Perfusion Pressure Alarm - Low
 227723 | AVA Dressing Occlusive
 227725 | AVA Line Discontinued
 227726 | AVA Line Tip Cultured
 227727 | AVA Line placed in outside facility
 227728 | AVA Line Site Appear
 227730 | AVA Waveform Appearance
 227731 | AVA Line Zero/Calibrate
 227732 | AVA Line Placement Confirmed by X-ray
 227751 | CCO PAC Placement Confirmed by X-ray
 227752 | Cordis/Introducer Placement Confirmed by X-ray
 227753 | Dialysis Catheter Placement Confirmed by X-ray
 227754 | IABP Placement Confirmed by X-ray
 227755 | Midline Placement Confirmed by X-ray
 227756 | Multi Lumen Placement Confirmed by X-ray
 227757 | PA Catheter Placement Confirmed by X-ray
 227758 | Pheresis Catheter Placement Confirmed by X-ray
 227759 | PICC Line Placement Confirmed by X-ray
 227760 | Presep Catheter Placement Confirmed by X-ray
 227761 | Sheath Placement Confirmed by X-ray
 227762 | Trauma Line Placement Confirmed by X-ray
 227763 | Triple Introducer Placement Confirmed by X-ray
 227764 | Tunneled (Hickman) Placement Confirmed by X-ray
 227771 | Traction/Immobile #1
 227772 | Traction/Immobile #2
 227780 | Impaired Skin  - Dressing Status #1
 227781 | Impaired Skin  - Dressing Status #2
 227782 | Impaired Skin  - Dressing Status #3
 227783 | Impaired Skin - Dressing Status  #4
 227784 | Impaired Skin  - Dressing Status #5
 227785 | Impaired Skin  - Dressing Status #6
 227786 | Impaired Skin  - Dressing Status #7
 227787 | Impaired Skin  - Dressing Status  #8
 227788 | Impaired Skin  - Dressing Status #9
 227789 | Impaired Skin  - Dressing Status #10
 227801 | Stool Guaiac QC
 227802 | GI Guaiac QC
 227805 | SvO2 SQI
 227806 | ScvO2 (Presep) SQI
 227807 | In-line Suction Catheter Changed
 227808 | Heliox
 227809 | ETT Position Change
 227810 | ETT Re-taped
 227812 | Medication Infusion Rate - Adjunctive Pain Management
 227813 | Medication Bolus - Adjunctive Pain Management
 227815 | Site Appearance - Adjunctive Pain Management
 227830 | Self Feeding
 227831 | Grooming
 227832 | UE Bathing
 227834 | LE Bathing
 227835 | UE Dressing
 227836 | LE Dressing
 227837 | Toileting
 227839 | Home Management
 227840 | Money Management
 227841 | Community Integration
 227845 | Rolling
 227846 | Supine / Side-lying to Sit
 227847 | Sit to Stand
 227848 | Transfer
 227850 | Commode
 227853 | Other (Activity); Specify
 227854 | Weight Bearing Status
 227858 | Rest HR - Aerobic Capacity
 227860 | Rest RR - Aerobic Capacity
 227861 | Rest O2 Sat - Aerobic Capacity
 227864 | Activity HR - Aerobic Capacity
 227866 | Activity RR - Aerobic Capacity
 227867 | Activity O2 Sat - Aerobic Capacity
 227870 | Recovery HR - Aerobic Capacity
 227872 | Recovery RR - Aerobic Capacity
 227873 | Recovery O2 Sat - Aerobic Capacity
 227881 | Pain (0-10)
 227905 | Patient agrees with the above goals and is willing to participate in the rehabilitation program
 227915 | Position - Rest - Aerobic Activity Response
 227916 | Rest HR -  Aerobic Activity Response
 227918 | Rest RR - Aerobic Activity Response
 227919 | Rest O2 Sat - Aerobic Activity Response
 227922 | Position - Activity - Aerobic Activity Response
 227923 | Activity HR - Aerobic Activity Response
 227925 | Activity RR - Aerobic Activity Response
 227926 | Activity O2 sat - Aerobic Activity Response
 227929 | Position - Recovery - Aerobic Activity Response
 227930 | Recovery HR - Aerobic Activity Response
 227932 | Recovery RR - Aerobic Activity Response
 227933 | Recovery O2 sat - Aerobic Activity Response
 227943 | Anticipated Discharge
 227944 | Side Rails
 227945 | Restraint (Non-violent)
 227946 | Restraint Ordered (Non-violent)
 227947 | Reason for Restraint (Non-violent)
 227948 | Restraint Device (Non-violent)
 227949 | Face to Face Eval (Non-violent)
 227950 | Restraint Location
 227951 | Circulation/Skin Integrity
 227952 | Position Change
 227953 | Range of Motion
 227954 | Status and Comfort
 227955 | Food and Fluid
 227956 | Urinal/Bedpan
 227957 | Signs of Injury from Intervention
 227958 | Less Restrictive Measures
 227959 | Restraints Evaluated
 227960 | Patient/Family Informed
 227961 | Side  Rails
 227962 | Restraints (Violent)
 227963 | Restraints Ordered (Violent)
 227964 | Reason for Restraint (Violent)
 227965 | Restraint Device (Violent)
 227966 | Face to Face Eval (Violent)
 227967 | Restraint/Seclusion Observer Sheet
 227968 | All Medications Tolerated without Adverse Side Effects
 227969 | Safety Measures_U_1
 227980 | Intra Aortic Balloon Pump Setting
 227981 | Neuro Drain #2 Type
 227982 | Neuro Drain #2 Status
 227985 | Neuro Drain #1 Landmark
 227988 | Pronator drift present
 227989 | Intra Cranial Pressure #2
 228004 | Citrate (ACD-A)
 228005 | PBP (Prefilter) Replacement Rate
 228006 | Post Filter Replacement Rate
 228007 | 14 G Phlebitis Scale
 228008 | 14 G Infiltration Scale
 228009 | 16 G Phlebitis Scale
 228010 | 16 G Infiltration Scale
 228011 | 18 G Phlebitis Scale
 228012 | 18 G Infiltration Scale
 228013 | 20 G Phlebitis Scale
 228014 | 20 G Infiltration Scale
 228015 | 22 G Phlebitis Scale
 228016 | 22 G Infiltration Scale
 228096 | Richmond-RAS Scale
 228097 | 14 Gauge placed in the field
 228098 | 16 Gauge placed in the field
 228099 | 18 Gauge placed in the field
 228100 | 20 Gauge placed in the field
 228101 | 22 Gauge placed in the field
 228102 | Enema administration
 228137 | CHG Bath
 228175 | Calibrated (PiCCO)
 228176 | CFI (PiCCO)
 228177 | CI (PiCCO)
 228178 | CO (PiCCO)
 228179 | ELWI (PiCCO)
 228180 | GEDI (PiCCO)
 228181 | ITBVI (PiCCO)
 228182 | SVI (PiCCO)
 228184 | SVV (PiCCO)
 228185 | SVRI (PiCCO)
 228186 | Access Site Observed (Tandem Heart)
 228187 | Cannulas Visible
 228188 | Change in Blood Color
 228189 | CO-Tandem Heart Flow
 228190 | Infusate Drops/Minute
 228191 | Infusion Pressure of Line
 228192 | Oxygenator Sweep Rate
 228193 | Oxygenator/ECMO
 228194 | Peripheral Pulses (Tandem Heart)
 228195 | Pump Speed
 228196 | Return Site Observed (Tandem Heart)
 228198 | Tandem Heart Flow
 228199 | Type (Tandem Heart)
 228200 | Vibration in Line
 228203 | Tandem Heart Access Line Cannula Site
 228204 | Tandem Heart Access Line Catheter Length
 228206 | Tandem Heart Access Line Discontinued
 228208 | Tandem Heart Access Line Dressing Occlusive
 228210 | Tandem Heart Access Line Position
 228211 | Tandem Heart Access Line Postion Confirmed
 228212 | Tandem Heart Access Line Pump Housing Checked
 228213 | Tandem Heart Access Line Repositioned
 228214 | Tandem Heart Access Line Site Appear
 228216 | Tandem Heart Access Line Type
 228217 | Tandem Heart Return Cannula Discontinued
 228219 | Tandem Heart Return Cannula Dressing Occlusive
 228222 | Tandem Heart Return Cannula Migration
 228223 | Tandem Heart Return Cannula Position
 228224 | Tandem Heart Return Cannula Repositioned
 228225 | Tandem Heart Return Cannula Site
 228226 | Tandem Heart Return Cannula Site Appear
 228227 | Tandem Heart Return Cannula Size
 228229 | PAR-Activity
 228230 | PAR-Circulation
 228231 | PAR-Consciousness
 228232 | PAR-Oxygen saturation
 228233 | PAR-Remain sedated
 228234 | PAR-Respiration
 228236 | Insulin pump
 228290 | IO Dressing
 228292 | IO Placed in outside facility
 228293 | IO Site Appearance
 228294 | IO Wristband in place
 228296 | PCA concentrations
 228297 | Daily Wake Up Deferred
 228298 | Daily Wake Up
 228299 | Goal Richmond-RAS Scale
 228300 | CAM-ICU MS change
 228301 | CAM-ICU Inattention
 228302 | CAM-ICU RASS LOC
 228303 | CAM-ICU Disorganized thinking
 228305 | ST Segment Monitoring On
 228306 | Assistance Device
 228307 | GI #1 Tube Place Check
 228308 | GI #1 Tube Place Method
 228309 | GI #2 Tube Place Check
 228310 | GI #2 Tube Place Method
 228311 | GI #3 Tube Place Check
 228312 | GI #3 Tube Place Method
 228318 | Shivering Assessment
 228332 | Delirium assessment
 228334 | CAM-ICU Altered LOC
 228335 | CAM-ICU Disorganized thinking
 228336 | CAM-ICU Inattention
 228337 | CAM-ICU MS Change
 228343 | OCAT - Lips Tongue Gums Palate
 228344 | OCAT - Saliva secretions, Voice quality
 228345 | OCAT - Swallow
 228346 | OCAT - Teeth
 228368 | Cardiac Index (CI NICOM)
 228369 | Cardiac Output (CO NICOM)
 228370 | CO / CI Change
 228372 | Leg Raise Result (NICOM)
 228373 | Passive Leg Raise Performed
 228374 | Stroke Volume (SV NICOM)
 228375 | Stroke Volume Index (SVI NICOM)
 228376 | Stroke Volume Variation (SVV NICOM)
 228377 | SVI Change
 228378 | TFCd (NICOM)
 228379 | TFCd0 (NICOM)
 228380 | Thoracic Fluid Content (TFC) (NICOM)
 228381 | Total Peripheral Resistance (TPR) (NICOM)
 228382 | Total Peripheral Resistance Index (TPRI) (NICOM)
 228392 | Alsius Bath Temp
 228393 | Bath
 228394 | Orientation to Person
 228395 | Orientation to Place
 228396 | Orientation to Time
 228397 | Commands Response
 228398 | Commands
 228399 | Facial Droop
 228400 | Visual Field Cut
 228401 | Pronator Drift
 228402 | Neurological Symptoms
 228404 | Motor L Arm
 228405 | Motor L Leg
 228406 | Motor R Arm
 228407 | Motor R Leg
 228409 | Strength L Arm
 228410 | Strength L Leg
 228411 | Strength R Leg
 228412 | Strength R Arm
 228413 | Seizure Activity
 228414 | Speech
 228415 | Corneal Reflex Left
 228416 | Corneal Reflex Right
 228419 | Compression device # 1
 228420 | Compression device # 2
 228442 | BIS - EMG
 228443 | BIS - SQI
 228444 | BIS Index Range
(3808 rows)

